Case,Theta,Phi,X,Y,Z,err,temTh,temPh,cost,fev
Case1,1.4480778637640452,2.012582793705961,(0.897190872921372+2.7755575615628914e-17j),(0.4243396801429943+0j),(0.12241067519921633-9.13516422624522e-19j),0.03178068040189019,1.4480778637640452,2.012582793705961,0.9999038217085015,8390
Case1,1.423534171157875,2.552544031041707,(0.7233739485300111+1.3877787807814457e-17j),(0.6234049446910979+0j),(0.1345705748272891-8.16120905864091e-18j),0.39524497365637856,1.4358060174609601,2.2825634123738343,0.9260103789681773,8417
Case1,1.3499030933393643,2.110757564130642,(0.7612118429440914+2.7755575615628914e-17j),(0.5828070106500582+0j),(0.1627474632704827-6.210839206965751e-18j),0.34498603364445235,1.4071717094204281,2.2252947962927703,0.9949227392919656,8351
Case1,1.4726215563702154,1.9634954084936207,(0.8007665822181391+2.7755575615628914e-17j),(0.5323154347476011+0j),(0.14656488253525227+2.9128976748809322e-18j),0.23875713773271703,1.423534171157875,2.159844949342983,0.9994238531906058,8387
Case1,1.3744467859455345,2.1598449493429825,(0.8037118971442947+2.2204460492503132e-17j),(0.5348313691532446+0j),(0.15626997043142749-1.606994093999495e-19j),0.24803284510838014,1.413716694115407,2.159844949342983,0.9925166578804394,8351
Case1Fin,1.4480778637640452,2.012582793705961,(0.8037118971442947+2.2204460492503132e-17j),(0.5348313691532446+0j),(0.15626997043142749-1.606994093999495e-19j),0.24803284510838014,1.413716694115407,2.159844949342983,0.9933172044933033,8408
Case2,0.5154175447295755,1.6198837120072371,(0.4923044747708519-1.3877787807814457e-17j),(0.024185367972904073+0j),(0.8700869911087112-1.3475022080207862e-17j),0.004535922558130304,0.5154175447295755,1.6198837120072371,0.9999973702991645,8522
Case2,1.1290098598838318,1.5707963267948966,(0.6981468839471476+8.036245712990348e-19j),(0.012092683986452036+0j),(0.6488210422694967-1.5620079679478597e-17j),0.4376079114606292,0.8222137023067037,1.5953400194010667,0.9082466289298539,8510
Case2,0.4172427743048944,1.6198837120072371,(0.6003489836630309+5.357497141993565e-19j),(0.014689872264171944+0j),(0.7372839467475079-1.2577894802304699e-17j),0.2487499184207814,0.6872233929727672,1.6035212502697902,0.997648099390863,8594
Case2,0.44178646691106466,1.6689710972195777,(0.5566358124454533-4.655494523388861e-19j),(0.021494336095972563+0j),(0.7789602833414917-1.5009244098029824e-17j),0.15730293612301982,0.6258641614573416,1.619883712007237,0.9985280921745487,8552
Case2,0.6135923151542565,1.6198837120072371,(0.5603315710031351-1.4132736474571933e-18j),(0.022846182639088126+0j),(0.7866851893035101-1.4764744536714804e-17j),0.1546256352617988,0.6234097921967245,1.619883712007237,0.9975313995608898,8519
Case2Fin,0.5154175447295755,1.6198837120072371,(0.5603315710031351-1.4132736474571933e-18j),(0.022846182639088126+0j),(0.7866851893035101-1.4764744536714804e-17j),0.1546256352617988,0.6234097921967245,1.619883712007237,0.9970204775895272,8507
Case3,2.5034566458293663,2.2580197197676637,(0.46048178943356327+0j),(0.37790763815095435+0j),(-0.8032075314806449+9.06022243252744e-18j),1.1729855097212505,2.5034566458293663,2.2580197197676637,0.8652821263013304,8453
Case3,1.7671458676442586,1.9634954084936207,(0.6833046178932256-1.3877787807814457e-17j),(0.3766189578344098+0j),(-0.4991489267483866-1.1948732931930089e-17j),0.6473927568458744,2.1353012567368124,2.110757564130642,0.9711973257862607,8429
Case3,1.7426021750380885,2.5034566458293663,(0.651179480696496-2.7755575615628914e-17j),(0.5148734462117035+0j),(-0.38975324741902484-1.2935193453822897e-17j),0.43186772633594855,2.004401562837238,2.241657258030217,0.9909856326856107,8366
Case3,1.6935147898257479,2.110757564130642,(0.7012041334386392-3.469446951953614e-17j),(0.5137141977319797+0j),(-0.32291760436407263-1.202020623672226e-17j),0.316166679018577,1.9266798695843654,2.2089323345553233,0.9894087681067307,8375
Case3,1.7671458676442586,2.061670178918302,(0.7339583856604059-2.7755575615628914e-17j),(0.5034391543273945+0j),(-0.2973521478944838-6.972696255091404e-18j),0.28321008190253827,1.894773069196344,2.179479903427919,0.9850914690561816,8435
Case3Fin,1.7426021750380885,2.3071071049800045,(0.7339583856604059-2.7755575615628914e-17j),(0.5034391543273945+0j),(-0.2973521478944838-6.972696255091404e-18j),0.28321008190253827,1.894773069196344,2.179479903427919,0.9909851498682426,8360
Case4,1.6935147898257479,2.9943304979527716,(0.14562699299890539+5.551115123125783e-17j),(0.981737442245822+0j),(-0.12241067519921606-1.577130040063361e-18j),0.209657413739234,1.6935147898257479,2.9943304979527716,0.9924562059810453,8522
Case4,1.7426021750380885,2.8961557275280905,(0.19251496590061712+5.551115123125783e-17j),(0.9687437742184662+0j),(-0.14668628197975872+2.2377535875153715e-18j),0.17405137959070913,1.718058482431918,2.945243112740431,0.997938343523908,8471
Case4,1.6444274046134073,2.7979809571034093,(0.24033565584705952+3.700743415417188e-17j),(0.9588268197288059+0j),(-0.12231237585306161+1.7518521362555833e-18j),0.09193982902790927,1.6935147898257477,2.89615572752809,0.9992953984104912,8447
Case4,1.6935147898257479,2.3071071049800045,(0.3640964488984647+1.3877787807814457e-17j),(0.8857472445371457+0j),(-0.12233695068960022-1.6279688906162679e-18j),0.1053658754486428,1.6935147898257479,2.7488935718910685,0.9368470727097349,8411
Case4,1.6444274046134073,2.8961557275280905,(0.3397415220346911+0j),(0.9020783779279142+0j),(-0.11258247327161366-1.8198379440108046e-18j),0.07394438154206193,1.68369731278328,2.7783460030184726,0.9979364079261216,8390
Case4Fin,1.6935147898257479,2.7979809571034093,(0.3397415220346911+0j),(0.9020783779279142+0j),(-0.11258247327161366-1.8198379440108046e-18j),0.07394438154206193,1.68369731278328,2.7783460030184726,0.9995683486157655,8432
Case5,1.6935147898257479,1.8162332528565992,(0.9627361667167244+1.3877787807814457e-17j),(0.24115285586710217+0j),(-0.12241067519921595-2.503455368208981e-17j),0.01894771064541584,1.6935147898257479,1.8162332528565992,0.9999652671631839,8405
Case5,1.718058482431918,1.7671458676442586,(0.9664529637054105+0j),(0.2170658098634606+0j),(-0.1345705748272888-1.3406080568243906e-17j),0.04072219799753149,1.705786636128833,1.791689560250429,0.9991568579450515,8450
Case5,1.7426021750380885,1.8162332528565992,(0.962885344533977+9.25185853854297e-18j),(0.22451151950974993+0j),(-0.14670101280495956-7.171955852965025e-18j),0.041839307157479494,1.7180584824319183,1.7998707911191525,0.9995880430036228,8492
Case5,1.718058482431918,1.8653206380689396,(0.9588097337865109+6.938893903907228e-18j),(0.2401693356180179+0j),(-0.1467083782175601-1.2268115640566074e-17j),0.024053792594734336,1.718058482431918,1.8162332528565992,0.9995164517790028,8411
Case5,1.7916895602504288,1.8162332528565992,(0.9563400990183807+8.326672684688675e-18j),(0.23955072431216623+0j),(-0.16118695060542204-1.2389881491730862e-17j),0.04162061105657816,1.7327846979956203,1.816233252856599,0.9980072969500524,8420
Case5Fin,1.6935147898257479,1.8162332528565992,(0.9563400990183807+8.326672684688675e-18j),(0.23955072431216623+0j),(-0.16118695060542204-1.2389881491730862e-17j),0.04162061105657816,1.7327846979956203,1.816233252856599,0.999759838112729,8399
